Unnamed: 0,FILENAME,real,LR,match,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.0,dummy,dummy,dummy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,6,6,L,6,3.1222432861555407,3.12885665877124,3.0110061893140867,3.025569608542751,3.118191239257788,1.983158892151367,2.1483345826141163,2.033811510426584,2.08980817443416,2.121008151235625,0.196451851674978,0.276501077077219,0.3678766901690716,0.4507663641940841,0.3837589095907604,-0.4341724399109148,0.3786611191595923,-0.8173799907378501
,6,6,L,6,3.1028610289891896,3.112950629136569,3.053561461834291,3.0000470284499023,3.0336018913685106,2.0682423227669724,2.066095347147167,2.0214513893415944,2.078168506140595,2.052775356239992,0.1984603582812999,0.1794850224174668,0.2111739215717296,0.3177285932821433,0.3326031900611008,-0.4341724399109148,0.3786611191595923,-0.8173799907378501
,6,6,L,6,3.083218400000204,3.102303118899527,3.0536566361283213,3.0096211481291744,3.0529582695972453,2.00255150331456,2.0311100077789503,2.020048948175836,2.0667740171636018,2.0857844941913104,0.2399024859322862,0.1578246208326173,0.1856050112803055,0.3232957150613847,0.3910577297559514,-0.4096820481556321,0.2174688132624584,-0.8859277254252879
,6,6,L,6,3.091857042655036,3.088437664264293,3.050731939363911,3.002091589883469,3.030136125404235,1.9827617398816728,2.030633503643333,2.037030215185063,2.070460179879547,2.08005268201002,0.2213265741793713,0.187749595232827,0.1994111707890417,0.323328285462673,0.3904500720703397,-0.4456081529435006,0.1784866099107976,-0.8772547543973944
,6,6,L,6,3.0805233481054137,3.082762723104872,3.042606512473368,2.9675550732370315,3.0397415775648327,1.9735687422724448,1.998258370355277,1.9902960993646623,2.01337005287846,2.0907249361976747,0.2270558993868442,0.1573400553785072,0.1694081636964594,0.3404978480121105,0.3968068510911764,-0.4323119227773314,0.1934625385151407,-0.8807262046832968
,6,6,L,6,3.106845105366212,3.120425938041941,3.021539365516033,2.9759883414884385,3.0559573330815364,1.9217470574237727,2.027363104446086,1.9551290695997552,1.990841944226652,2.052052677795575,0.1796038287534788,0.1385607875935153,0.160215835276481,0.3126076936736284,0.3600354357002069,-0.4185334967938753,0.1666360049839315,-0.8927833745676977
,6,6,L,6,3.136796367028972,3.0783943712953423,2.81118423001682,2.887332244914202,3.01814762064502,1.9304230519989083,2.093958486606049,1.903239525166997,1.915419578480552,2.1861929429253526,0.1299904936525208,0.1770611549141477,0.4828830822472467,0.5574339363483136,0.2480768499367901,-0.1582162510569303,0.1690844048309648,-0.9728196554061028
,6,6,L,6,3.1100382749888444,3.0474301235367536,3.010854118886437,2.9783170529998384,2.949531999516084,2.0006963988590094,2.0702037750983044,2.061190612825438,2.114803004297805,2.1097789525580404,0.1201770057140413,0.1291454547101189,0.1493968251337583,0.1891260830003882,0.2469598192157676,0.02643117826768,0.2953329218896847,-0.9550287210673214
,6,6,L,6,3.094896337515893,3.0357356371179587,2.956672963946742,2.975816088539473,2.998609551833397,2.13419662088697,2.037781728488172,2.047520916561162,2.111960634184563,2.1522832280482715,0.1052894241880709,0.090088882779541,0.1584331174517561,0.1163547511864422,0.065369112272996,-0.1612909178232285,0.1655823782381141,-0.9729171166367414
,6,6,L,6,3.108297998449056,3.065394186120068,2.9769782465525547,3.0211520441626805,3.1020629747977946,2.098579963233416,1.9619305418393769,1.962417221585476,2.0611981350807485,2.099517569016724,0.1055255164758315,0.2270899269385146,0.2181838781397431,0.2751991041497759,0.2443549886912542,-0.1741820178479861,0.236416911036505,-0.9559119566332251
,6,6,L,6,3.128496716720203,3.086501168169447,2.975702904768812,3.0462385904242884,3.079701935099651,2.0746477747388576,1.98620499639666,1.975492230826173,2.047907224883732,2.111338379085188,0.1450887835641522,0.252866877108729,0.2405516347023912,0.2947031154877486,0.2989351830283444,-0.312273435862555,0.2706352709343696,-0.9106271747432508
