,FILENAME,real,LR,match,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1,6,6,R,6,2.9651924984549196,3.050648175187213,2.986864095821251,2.962773617664172,3.080609759526342,1.8162316267139245,2.041462887010702,2.045125422585257,2.1355105920366375,2.1899013245700294,0.476083849166944,0.19028722968754436,0.1579487117590333,0.09983959373829662,0.08610499791825242,-0.06852464784737522,0.20579848638672432,-0.9761922739083354
2,6,6,R,6,2.9313066986297645,3.023408296841593,2.985023364617631,3.0162881040426766,3.0796798716585494,1.8736299458592056,2.2005614111006646,2.2372615020883178,2.2384523096783764,2.210415836238278,0.39757769050056485,0.20844324153254293,0.17571461910952174,0.1109459943456137,0.08526489509531672,-0.06852464784737522,0.20579848638672432,-0.9761922739083354
3,6,6,R,6,2.948824808236895,3.0318122036142485,3.0084932577501844,3.0275311486763377,3.09497625817812,1.8022975905187038,2.183667368310983,2.2466049066046696,2.2547298532327,2.267209620492426,0.3545671264369398,0.20537873714151042,0.15699520352536392,0.08006538434374917,0.09377853537717523,-0.08488719356932013,0.16375563106912358,-0.9828419291325934
4,6,6,R,6,2.9471765198863475,3.0255831972745137,3.0176256085889,3.0298385189348496,3.0982657543126013,1.7879647805776795,2.1737733791738063,2.23031555202888,2.2239429278895444,2.2684688594825726,0.35395075077063437,0.21294313819599833,0.1500019457741786,0.0634828374258598,0.0946895785457944,-0.22263332744615552,0.19693272144925214,-0.9548046421822866
5,6,6,R,6,2.943601325760066,3.031884168924606,3.0214097238069404,3.0119427842226454,3.082861691661255,1.7991304049106938,2.1546565961843296,2.2112992252714565,2.213387836601431,2.2860937506485186,0.3635091522942476,0.19866272356601222,0.13691363373068757,0.06187927747515273,0.0996153092373925,-0.23401541029457182,0.20223435072436932,-0.9509669053819675
6,6,6,R,6,2.9575169921420836,3.028869272211587,3.04623571881178,3.0283570479099966,3.0989835607482616,1.8355151745814604,2.1722435466368895,2.2382088159595956,2.218255278868579,2.2691763913646636,0.3710534411058427,0.19982848098945213,0.1298175284335422,0.04997337046389836,0.10271251776680797,-0.22245097870914232,0.205269777126002,-0.9530896498598577
7,6,6,R,6,2.949727219300266,3.0226031034306797,3.0265707251837877,3.01722320432379,3.0881748695500475,1.9255601465374983,2.1983472938710733,2.216086249396792,2.1815162044064556,2.2300743531121903,0.3844406718077447,0.1822956403525158,0.138850385889129,0.06564832021691575,0.0755293737821499,-0.15777156994608146,0.2328055295494196,-0.9596404103245981
8,6,6,R,6,2.931217539879323,3.0278626693988575,3.0388938168967683,3.0284825610243287,3.1044849653667907,1.8682401250981797,2.223147491526338,2.258831969003624,2.1740404267832765,2.245570386279897,0.40187250911454914,0.17890170657949317,0.12417540425834968,0.04402838536273284,0.09751026691517851,-0.03686129396532309,0.2486507234341448,-0.9678915552596161
9,6,6,R,6,2.980468121822218,3.0263605583948623,3.0400853513296107,3.051653614874608,3.1196921762156955,1.8879113447461635,2.24535337550709,2.3013441303927626,2.265172062110125,2.320980257505725,0.37890316630554105,0.16976841903284454,0.10789275605819358,0.04588525119476475,0.10534029910073776,-0.05021227058067671,0.26591338958268346,-0.9626883177455623
10,6,6,R,6,3.050902036331293,3.0413801433408496,3.04162288693192,3.079023539887576,3.1143079941718157,1.8093437371605592,2.249460985777136,2.338062284113276,2.2753323119501903,2.3376710806929815,0.28659203377000975,0.18365967754945334,0.11065371483852299,0.05906895509731471,0.1189951075615958,-0.10941904866304529,0.23382932585531532,-0.9661010910664178
11,6,6,R,6,3.0191674586534694,3.008816456171174,3.0322282083371124,3.068926320984048,3.0751158696341383,1.7841093966453514,2.2559431868758475,2.3155508588903504,2.2946915413713787,2.34325953967843,0.29846022311627113,0.1827841949193477,0.1193845225890353,0.06544811916224026,0.09978180849608402,-0.29185023329569404,0.22543804625369104,-0.9295166101940124
12,6,6,R,6,2.9982139835810346,3.023299278139095,3.033131645979943,3.068269812038404,3.051523341638855,1.7738833313353264,2.2795263491352773,2.2736907917111466,2.2637075169535357,2.2963045350392735,0.31603685724936054,0.21115507371190592,0.11758129161504027,0.061951005017633426,0.06688316745632208,-0.31192331430726716,0.23886205945834446,-0.9195916281387561
13,6,6,R,6,3.0024661180084977,3.088604866612759,3.0875688607638083,3.095323970217416,3.0387271543756156,1.8050490212836852,2.2833002446896207,2.3006785019055798,2.256048044285308,2.260376973176204,0.3534958703496816,0.1693552438896676,0.09541461802551233,0.03449493710655396,0.10075688190930072,-0.31773339556324953,0.20971777169058395,-0.9246966776089246
14,6,6,R,6,3.011117453894907,3.05169146336293,3.063657570793759,3.122393355975691,3.0395812957845747,1.834415105586471,2.287912821124052,2.2977623155201905,2.233634706562532,2.309231285493315,0.35831225258758814,0.19447062362571296,0.10472009006341668,0.02404266956874776,0.1014791793662879,-0.2631552526418628,0.24955828977468586,-0.9319173638320788
15,6,6,R,6,2.968604405156205,3.0638449398166205,3.066048995401963,3.070459149922116,3.0266930662762523,1.8803684947186499,2.231842749229337,2.28766805726323,2.2272113223615717,2.313159649402822,0.34904418855981556,0.20477577762576485,0.0860265056949022,0.03930757753103633,0.09729389655147606,-0.18827580382150855,0.24664343863244417,-0.9506414865105186
16,6,6,R,6,2.957051023336986,3.0215218429946518,2.9976783961946274,3.013777793252067,3.0536637281528036,1.917326451563135,2.4036336580451416,2.3213022660058007,2.241427048351429,2.347320377167464,0.3651736235059802,0.22636298624075454,0.12967719543824505,0.061092085078475904,0.09997595655005347,-0.21558078398799219,0.27406420259400954,-0.9372372903548131
17,6,6,R,6,3.0302623321500683,3.0328417276525763,2.9845225852288713,2.9820322987827885,3.0319257401410398,1.8866715052008862,2.378385060393978,2.4086157939816792,2.200966421901535,2.2848278412633043,0.3397098683402666,0.19093019276333012,0.1328455531883161,0.06579001452110596,0.08812725723821271,-0.2588238196680888,0.19387803964953673,-0.9462671589535766
